Strain	Environment	Experiment	Avg_GR	DFE_mean	DFE_graph	pretend_series1	pretend_series2	Env_GR	Env_series
LK4-H11	30_SC3	LK4-H11_30_SC3	0.0912074920616256	0.014560724934492512	DFEs/LK4-H11_30_SC3_dfe.png	0.6700844523788889;0.6475114269052189;0.7349542735304736;0.9812173078082737;0.798005180156334;0.6626949717649518	0.035656099464535296;0.7776987771860633;0.09738103929992903;0.21169149007020904;0.08341197161362002;0.835240553418036	0.2664071317369805;0.242228757112384;0.193140373180107;0.177655110164184;0.1022154475281157;0.0912074920616256	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-H11	30_SC5	LK4-H11_30_SC5	0.193140373180107	0.04555142641616217	DFEs/LK4-H11_30_SC5_dfe.png	0.3445598934254128;0.13729372313857302;0.2764194778510556;0.787622741944866;0.5003612495520368;0.8964880496849251	0.8667647007358289;0.16950453486778738;0.9944134698104046;0.8544371513621559;0.3509544948625536;0.2237176785602626	0.2664071317369805;0.242228757112384;0.193140373180107;0.177655110164184;0.1022154475281157;0.0912074920616256	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-H11	30_SC7	LK4-H11_30_SC7	0.177655110164184	0.0014338372492886638	DFEs/LK4-H11_30_SC7_dfe.png	0.14137585455474855;0.11812759821773766;0.350005039259637;0.6528798997455117;0.8516652123157774;0.5243641529795015	0.2484949564926915;0.6745980665019403;0.6386165534870525;0.21669517890987344;0.16779496863185217;0.8415305783818477	0.2664071317369805;0.242228757112384;0.193140373180107;0.177655110164184;0.1022154475281157;0.0912074920616256	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-H11	37_SC3	LK4-H11_37_SC3	0.242228757112384	0.0012480809910169403	DFEs/LK4-H11_37_SC3_dfe.png	0.3494182950777863;0.9542352263022797;0.06362437752069416;0.18201959697196168;0.16226692349569882;0.7168410789249536	0.05357327927394551;0.7478976487725779;0.23946271073717795;0.3045695271860598;0.602750393326466;0.18493813507476076	0.2664071317369805;0.242228757112384;0.193140373180107;0.177655110164184;0.1022154475281157;0.0912074920616256	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-H11	37_SC5	LK4-H11_37_SC5	0.2664071317369805	-0.005041076929913591	DFEs/LK4-H11_37_SC5_dfe.png	0.21068360694212562;0.3643858435504882;0.974436409450121;0.6502831957491847;0.7077162160278053;0.18276564718088517	0.42171654773548506;0.009637532835973905;0.9923897441925713;0.6519131899712555;0.2877127638098388;0.5158834380711798	0.2664071317369805;0.242228757112384;0.193140373180107;0.177655110164184;0.1022154475281157;0.0912074920616256	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-H11	37_SC7	LK4-H11_37_SC7	0.1022154475281157	0.001837832828569974	DFEs/LK4-H11_37_SC7_dfe.png	0.8145123436783446;0.06341743604828953;0.9560956576418588;0.4155563836753362;0.37145294524685923;0.6690101912194131	0.9069995937452526;0.9292667481648973;0.8662872180907564;0.3318327735663281;0.24604584853415856;0.5210925256492813	0.2664071317369805;0.242228757112384;0.193140373180107;0.177655110164184;0.1022154475281157;0.0912074920616256	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C01	30_SC3	LK5-C01_30_SC3	0.1492061647057435	0.010570058405096061	DFEs/LK5-C01_30_SC3_dfe.png	0.1432871573821517;0.6983843983473158;0.7066508402068786;0.08528258757873808;0.6702981268430195;0.4911198999173628	0.5166473399655958;0.8992542580135391;0.09245904435797125;0.5299884585247352;0.7471391192748779;0.22523027491220893	0.266202493631015;0.24099587726994254;0.250472791669365;0.1941648830923885;0.1292519984699405;0.1492061647057435	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C01	30_SC5	LK5-C01_30_SC5	0.250472791669365	0.00577564931511293	DFEs/LK5-C01_30_SC5_dfe.png	0.0978860503596426;0.4116136722684077;0.008068896044266749;0.3578579528293687;0.9034736829507319;0.24374925991541496	0.1565693820250309;0.21183250312239943;0.3319124723567284;0.751009837416743;0.6895841129963419;0.1743646473260212	0.266202493631015;0.24099587726994254;0.250472791669365;0.1941648830923885;0.1292519984699405;0.1492061647057435	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C01	30_SC7	LK5-C01_30_SC7	0.1941648830923885	-0.0007559031341759734	DFEs/LK5-C01_30_SC7_dfe.png	0.7564583881568434;0.8999052713380417;0.29518953430809836;0.07558906208404559;0.49219413886506036;0.5009165640783582	0.7642919538300542;0.17272508032666423;0.7762683461357103;0.7542997411987039;0.018462580822522945;0.14044321852820096	0.266202493631015;0.24099587726994254;0.250472791669365;0.1941648830923885;0.1292519984699405;0.1492061647057435	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C01	37_SC3	LK5-C01_37_SC3	0.24099587726994254	0.018268828631632136	DFEs/LK5-C01_37_SC3_dfe.png	0.9921430314398044;0.4004863700257879;0.2200163806024673;0.21760965650587816;0.12031670068022993;0.13729302637667562	0.01953078399508823;0.6267772108956668;0.2871165158058987;0.7350297477499292;0.8660763317944853;0.15535349822411082	0.266202493631015;0.24099587726994254;0.250472791669365;0.1941648830923885;0.1292519984699405;0.1492061647057435	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C01	37_SC5	LK5-C01_37_SC5	0.266202493631015	0.0028818296930466316	DFEs/LK5-C01_37_SC5_dfe.png	0.5464802669423153;0.48709893708532503;0.9194528563079389;0.08987730307963715;0.15562270200504247;0.38477123309745853	0.6160606369992074;0.12312198745610925;0.025396941836284825;0.7896384373205765;0.39073851114810465;0.4366572451469083	0.266202493631015;0.24099587726994254;0.250472791669365;0.1941648830923885;0.1292519984699405;0.1492061647057435	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C01	37_SC7	LK5-C01_37_SC7	0.1292519984699405	0.040318440825614144	DFEs/LK5-C01_37_SC7_dfe.png	0.9842700301979257;0.9250628448356744;0.7756544587094161;0.49333086157163064;0.9421441993135997;0.8731614659311541	0.46804823295068954;0.39258093545515826;0.44567222361093506;0.7231887675426487;0.14469819439329024;0.3508068696868454	0.266202493631015;0.24099587726994254;0.250472791669365;0.1941648830923885;0.1292519984699405;0.1492061647057435	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C04	30_SC3	LK5-C04_30_SC3	0.151804164019067	-0.0018681708243992665	DFEs/LK5-C04_30_SC3_dfe.png	0.5528268789459649;0.1739565109831902;0.46962792822268484;0.9666210706398023;0.4738097805753617;0.9265040056016257	0.24390682403610908;0.970914140564121;0.3068180267666909;0.8665241259537141;0.714265702029167;0.17983610440756403	0.333700865983497;0.287371470969924;0.187007833910394;0.179605343303129;0.12351799296433649;0.151804164019067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C04	30_SC5	LK5-C04_30_SC5	0.187007833910394	0.01389558614224484	DFEs/LK5-C04_30_SC5_dfe.png	0.4327302314753114;0.6743891322547922;0.08600674868199654;0.5881099223786437;0.7321536963076288;0.11230694254144946	0.9546624434328381;0.061274411235739845;0.7270739046461125;0.6403448657427023;0.23154747553323185;0.7208737885808936	0.333700865983497;0.287371470969924;0.187007833910394;0.179605343303129;0.12351799296433649;0.151804164019067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C04	30_SC7	LK5-C04_30_SC7	0.179605343303129	-0.005424479535347083	DFEs/LK5-C04_30_SC7_dfe.png	0.5457697932462314;0.8055403173249254;0.24411296119645864;0.6555085347233721;0.31099257391841506;0.40469813455775794	0.7474829425413971;0.19360102430152826;0.385518863905423;0.3394301930757505;0.5165331422765945;0.41647911512653857	0.333700865983497;0.287371470969924;0.187007833910394;0.179605343303129;0.12351799296433649;0.151804164019067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C04	37_SC3	LK5-C04_37_SC3	0.287371470969924	-0.012999188911599195	DFEs/LK5-C04_37_SC3_dfe.png	0.22784426151222792;0.9918993954050722;0.8903867581331479;0.7257695034897972;0.7656015574290302;0.7376538207844009	0.7499048348157651;0.4238161516342004;0.319912990546529;0.14253646647863583;0.6350854480186787;0.6479983174210213	0.333700865983497;0.287371470969924;0.187007833910394;0.179605343303129;0.12351799296433649;0.151804164019067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C04	37_SC5	LK5-C04_37_SC5	0.333700865983497	-0.02257510735706275	DFEs/LK5-C04_37_SC5_dfe.png	0.4145876149606814;0.6949672753928388;0.2830776262032825;0.8170297100470025;0.9897546008416158;0.8907413467237045	0.41638080598515814;0.2672317995531295;0.60305230122339;0.4881113618312607;0.08145121525122312;0.8125127836149975	0.333700865983497;0.287371470969924;0.187007833910394;0.179605343303129;0.12351799296433649;0.151804164019067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C04	37_SC7	LK5-C04_37_SC7	0.12351799296433649	0.005670588650931363	DFEs/LK5-C04_37_SC7_dfe.png	0.9547205423979673;0.28541462742980894;0.45103030420302803;0.6614082329914742;0.9337924829334738;0.008006533114704006	0.7658473748692286;0.41701665736218896;0.6539909052938151;0.37266690271835645;0.012266811433176206;0.6408648905083538	0.333700865983497;0.287371470969924;0.187007833910394;0.179605343303129;0.12351799296433649;0.151804164019067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C11	30_SC3	LK5-C11_30_SC3	0.1582744620236245	0.009545896833589295	DFEs/LK5-C11_30_SC3_dfe.png	0.3158581001443559;0.5928015981001227;0.7546840902015794;0.6347569848809838;0.9678235237781537;0.6169737975138885	0.239161526545848;0.251901665812418;0.40078699697077236;0.6447407422661409;0.44065025791267465;0.34811963097315	0.268678180997202;0.23274391226715951;0.23242343714768549;0.20258328388555;0.1726879909813075;0.1582744620236245	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C11	30_SC5	LK5-C11_30_SC5	0.23242343714768549	0.009104110830524387	DFEs/LK5-C11_30_SC5_dfe.png	0.9057633595180171;0.7365673890765998;0.06956208916856788;0.9471363748831672;0.05300826326920327;0.5258389049336346	0.274010876664716;0.821377645841842;0.08066631249663081;0.8183472590962686;0.39368652017827777;0.13441725243600944	0.268678180997202;0.23274391226715951;0.23242343714768549;0.20258328388555;0.1726879909813075;0.1582744620236245	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C11	30_SC7	LK5-C11_30_SC7	0.20258328388555	0.00016715213234627367	DFEs/LK5-C11_30_SC7_dfe.png	0.17740890739457837;0.9110416062902228;0.9307675527277602;0.7525355163594549;0.0818209635050009;0.8547803248826775	0.1788360638125901;0.17713402618597018;0.2975874515949002;0.4458431539925931;0.4840258347121753;0.7255397723715533	0.268678180997202;0.23274391226715951;0.23242343714768549;0.20258328388555;0.1726879909813075;0.1582744620236245	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C11	37_SC3	LK5-C11_37_SC3	0.23274391226715951	0.010879202584627766	DFEs/LK5-C11_37_SC3_dfe.png	0.912920387411115;0.8806261497787842;0.26002828374983067;0.8532250881151909;0.017408471110245016;0.7865806108816098	0.8635728710459386;0.4307317902283362;0.0037146988539956682;0.7543380721824214;0.603539073405615;0.5045218318356968	0.268678180997202;0.23274391226715951;0.23242343714768549;0.20258328388555;0.1726879909813075;0.1582744620236245	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C11	37_SC5	LK5-C11_37_SC5	0.268678180997202	-0.006916316778475616	DFEs/LK5-C11_37_SC5_dfe.png	0.3883646446414738;0.8191253902093437;0.669912470630243;0.3393291179962844;0.5446012854757896;0.7860105840064503	0.08665850282263432;0.7087649859992418;0.24031979885633803;0.972890188666634;0.009640385971947385;0.6280981276192807	0.268678180997202;0.23274391226715951;0.23242343714768549;0.20258328388555;0.1726879909813075;0.1582744620236245	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-C11	37_SC7	LK5-C11_37_SC7	0.1726879909813075	-0.004803683636379297	DFEs/LK5-C11_37_SC7_dfe.png	0.5406840994978744;0.9743122593887598;0.4079013900638341;0.5308217064171603;0.5200834212727944;0.9635751880373017	0.05763150825878727;0.8847246921305503;0.9822101467897973;0.6828082730360433;0.6554835006587025;0.5187672863159729	0.268678180997202;0.23274391226715951;0.23242343714768549;0.20258328388555;0.1726879909813075;0.1582744620236245	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-D09	30_SC3	LK5-D09_30_SC3	0.203867925268641	-7.892330907456736e-05	DFEs/LK5-D09_30_SC3_dfe.png	0.5126496119220703;0.3521469508689996;0.735035926774057;0.0698632453709288;0.649895590940307;0.3899924331840021	0.6725120931509592;0.7444552588904896;0.2673954868040783;0.6281141687899162;0.8293045248368395;0.09088645169997367	0.33651798610569306;0.321328202367987;0.2521135507286345;0.24826193834972354;0.26073859026220547;0.203867925268641	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-D09	30_SC5	LK5-D09_30_SC5	0.2521135507286345	0.026198795373515844	DFEs/LK5-D09_30_SC5_dfe.png	0.26197322424383607;0.031840787679848215;0.1940391329169514;0.8774049051258298;0.831858904962141;0.3723460883497933	0.74980341745393;0.6368017214649271;0.3778033372495393;0.8719347130950315;0.2084808420546469;0.842065688199164	0.33651798610569306;0.321328202367987;0.2521135507286345;0.24826193834972354;0.26073859026220547;0.203867925268641	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-D09	30_SC7	LK5-D09_30_SC7	0.24826193834972354	-0.006875762233425755	DFEs/LK5-D09_30_SC7_dfe.png	0.779003390008042;0.7417156289908352;0.2469197639627635;0.7058158709216596;0.11752810495602128;0.9734492338554732	0.2331115084388059;0.10132214761158997;0.0215381944494758;0.9230751261925557;0.15878962274907216;0.40887789918216766	0.33651798610569306;0.321328202367987;0.2521135507286345;0.24826193834972354;0.26073859026220547;0.203867925268641	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-D09	37_SC3	LK5-D09_37_SC3	0.321328202367987	-0.009912165634372144	DFEs/LK5-D09_37_SC3_dfe.png	0.5119336087089674;0.9271417805296067;0.14755632440018274;0.16635490156596333;0.8563009141279454;0.15427903626948714	0.9904099198926334;0.9919459195401085;0.6879608278065642;0.6140234412212263;0.3246879260396668;0.747469696113731	0.33651798610569306;0.321328202367987;0.2521135507286345;0.24826193834972354;0.26073859026220547;0.203867925268641	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-D09	37_SC5	LK5-D09_37_SC5	0.33651798610569306	-0.006336590954614347	DFEs/LK5-D09_37_SC5_dfe.png	0.45159913782805283;0.975769998279585;0.534618596160126;0.0447334735450422;0.2407184672295184;0.6117112574502449	0.41092961008023643;0.7111859798883488;0.3290719730531997;0.11963027863260789;0.12447151562341252;0.7575906874315043	0.33651798610569306;0.321328202367987;0.2521135507286345;0.24826193834972354;0.26073859026220547;0.203867925268641	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-D09	37_SC7	LK5-D09_37_SC7	0.26073859026220547	-0.012676685998465087	DFEs/LK5-D09_37_SC7_dfe.png	0.7870676337490078;0.8990070882160951;0.16196208944002344;0.8898695025096133;0.94205942022703;0.42417229599904305	0.8009098189640905;0.7850217764571579;0.31339430381237543;0.2532489296242413;0.24085181858590876;0.33818766191816263	0.33651798610569306;0.321328202367987;0.2521135507286345;0.24826193834972354;0.26073859026220547;0.203867925268641	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-E09	30_SC3	LK5-E09_30_SC3	0.16761963863072152	0.0037792901413570643	DFEs/LK5-E09_30_SC3_dfe.png	0.3117943423972903;0.40559861029127886;0.03429916910488684;0.2482536690029974;0.3901240017203671;0.37426764145158475	0.44856553402992905;0.4793065591356074;0.07293982306620472;0.8113735868349017;0.5407105690712086;0.9839675843771051	0.3129307940416195;0.277871369374464;0.252044768664481;0.23355939341835502;0.08241962240502734;0.16761963863072152	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-E09	30_SC5	LK5-E09_30_SC5	0.252044768664481	0.011230468697280364	DFEs/LK5-E09_30_SC5_dfe.png	0.6597807328061351;0.5643818696453711;0.8738575091605472;0.6184067375038522;0.3308020791825066;0.519314254271628	0.2075287279051412;0.8090947791997659;0.5158786747555419;0.7417301170672053;0.3992977101883447;0.3755333963046392	0.3129307940416195;0.277871369374464;0.252044768664481;0.23355939341835502;0.08241962240502734;0.16761963863072152	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-E09	30_SC7	LK5-E09_30_SC7	0.23355939341835502	-0.006147354236968426	DFEs/LK5-E09_30_SC7_dfe.png	0.0036405445422175164;0.8998309764992932;0.626627351740522;0.13705346033672705;0.47290639253353517;0.8361813459083763	0.7420667932018151;0.17492439548421734;0.11578679566618455;0.11015741525299527;0.2931781619125998;0.404672115154057	0.3129307940416195;0.277871369374464;0.252044768664481;0.23355939341835502;0.08241962240502734;0.16761963863072152	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-E09	37_SC3	LK5-E09_37_SC3	0.277871369374464	0.002274069793927899	DFEs/LK5-E09_37_SC3_dfe.png	0.14822286940385843;0.8047708406776101;0.41745123583133315;0.6837168796591873;0.21038244735608103;0.2550752501125473	0.8569394982808668;0.3838542512198293;0.22647374751453397;0.5019413031172107;0.6441959813063616;0.06277038481411834	0.3129307940416195;0.277871369374464;0.252044768664481;0.23355939341835502;0.08241962240502734;0.16761963863072152	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-E09	37_SC5	LK5-E09_37_SC5	0.3129307940416195	-0.009857607870236438	DFEs/LK5-E09_37_SC5_dfe.png	0.7108840078525176;0.5821601207585542;0.6014777036008081;0.9896696396284181;0.35000209977635444;0.19602511178962656	0.8309455731803961;0.3917665145083137;0.07505837734565246;0.5148746222302704;0.7450868320901501;0.9138006026961112	0.3129307940416195;0.277871369374464;0.252044768664481;0.23355939341835502;0.08241962240502734;0.16761963863072152	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-E09	37_SC7	LK5-E09_37_SC7	0.08241962240502734	0.02508997663828585	DFEs/LK5-E09_37_SC7_dfe.png	0.7691909839347174;0.9889626499894076;0.7619536822155585;0.5134235917569766;0.7711740365290234;0.5038320291264068	0.903193766617544;0.3689225037053875;0.4635078504674629;0.025539516903536397;0.8682459622295895;0.06138835617086913	0.3129307940416195;0.277871369374464;0.252044768664481;0.23355939341835502;0.08241962240502734;0.16761963863072152	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F07	30_SC3	LK5-F07_30_SC3	0.1871614812486125	-0.0020316387612065064	DFEs/LK5-F07_30_SC3_dfe.png	0.9215335273858678;0.444985729907143;0.9523037992578111;0.23974909934646038;0.35886164869945647;0.9105388807399364	0.40851173782874517;0.43302539023991415;0.8559436527418709;0.38507586200624866;0.08305640965449801;0.08670775992350088	0.3463412487715205;0.32488933637355244;0.2868534398216915;0.1974306482129875;0.11380828133106449;0.1871614812486125	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F07	30_SC5	LK5-F07_30_SC5	0.2868534398216915	0.018968593229273852	DFEs/LK5-F07_30_SC5_dfe.png	0.6294491572685708;0.8327618986149481;0.8357901946030489;0.4087181012612595;0.2505753103536058;0.15182124946072728	0.7296863326159471;0.001195056637229741;0.5407026481701489;0.8477292228033905;0.35217168413886335;0.14954593577816655	0.3463412487715205;0.32488933637355244;0.2868534398216915;0.1974306482129875;0.11380828133106449;0.1871614812486125	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F07	30_SC7	LK5-F07_30_SC7	0.1974306482129875	-0.0007603560726667339	DFEs/LK5-F07_30_SC7_dfe.png	0.7976961179435189;0.37618113481617443;0.14029912198049554;0.613262795182793;0.24038134007654977;0.22117891783724442	0.9080950490069004;0.4706135278568636;0.12431992071596876;0.4912544038642743;0.26001208197861503;0.9693891503912674	0.3463412487715205;0.32488933637355244;0.2868534398216915;0.1974306482129875;0.11380828133106449;0.1871614812486125	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F07	37_SC3	LK5-F07_37_SC3	0.32488933637355244	-0.011282474931919199	DFEs/LK5-F07_37_SC3_dfe.png	0.16263849780872885;0.9913799026386689;0.42340789587852035;0.9191776954723018;0.20985833769370732;0.07190387127552977	0.641492267029521;0.23655923423906167;0.2131490800801652;0.7901923165838428;0.15545715536752924;0.57333126803795	0.3463412487715205;0.32488933637355244;0.2868534398216915;0.1974306482129875;0.11380828133106449;0.1871614812486125	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F07	37_SC5	LK5-F07_37_SC5	0.3463412487715205	-0.02376628939711498	DFEs/LK5-F07_37_SC5_dfe.png	0.4190682981013606;0.3995651681941297;0.4675233302047752;0.7111969690440146;0.005196525613693437;0.7358069988594028	0.5707514575262836;0.7128328536778535;0.9370586401759193;0.5092738944905072;0.8021718009239522;0.72703995523161	0.3463412487715205;0.32488933637355244;0.2868534398216915;0.1974306482129875;0.11380828133106449;0.1871614812486125	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F07	37_SC7	LK5-F07_37_SC7	0.11380828133106449	0.0071979952483275066	DFEs/LK5-F07_37_SC7_dfe.png	0.3171133879459159;0.7805318471958793;0.766740865652622;0.811332529691093;0.10929115715516258;0.28451567085604357	0.5200896278662672;0.010177212078767317;0.5205323246211835;0.5392869103562449;0.8092801343704653;0.2342591140611069	0.3463412487715205;0.32488933637355244;0.2868534398216915;0.1974306482129875;0.11380828133106449;0.1871614812486125	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F08	30_SC3	LK5-F08_30_SC3	0.06836121977173451	0.01778119997988122	DFEs/LK5-F08_30_SC3_dfe.png	0.6213172082471775;0.8908321998176574;0.2259387992298596;0.488690576111242;0.8894705663727647;0.08429164411113221	0.9590653747720661;0.1991300391743306;0.022655872971162228;0.27755143886028766;0.4552319986829224;0.525002325912378	0.336315155210695;0.31601378559365256;0.13743697021156448;0.1454072587595585;0.2134832709853395;0.06836121977173451	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F08	30_SC5	LK5-F08_30_SC5	0.13743697021156448	0.030430121916472187	DFEs/LK5-F08_30_SC5_dfe.png	0.541651869586247;0.4133777676741587;0.9129561360544691;0.3851064155002266;0.38463885735801295;0.5502720620291582	0.6947206915846013;0.8059814023696041;0.8405239360878348;0.8532262554745673;0.38628835310942033;0.707243837666545	0.336315155210695;0.31601378559365256;0.13743697021156448;0.1454072587595585;0.2134832709853395;0.06836121977173451	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F08	30_SC7	LK5-F08_30_SC7	0.1454072587595585	0.004329196095684702	DFEs/LK5-F08_30_SC7_dfe.png	0.5280635628203553;0.8262583679703248;0.29903324766272743;0.48286416920201747;0.6675652888872737;0.2497801068929001	0.9449754834548781;0.30898429033861474;0.9493802497509358;0.47686387926889473;0.5156535069907032;0.05600770449151993	0.336315155210695;0.31601378559365256;0.13743697021156448;0.1454072587595585;0.2134832709853395;0.06836121977173451	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F08	37_SC3	LK5-F08_37_SC3	0.31601378559365256	-0.015147505760352589	DFEs/LK5-F08_37_SC3_dfe.png	0.1998769659197297;0.888169881894329;0.8091466651229857;0.15779198016428408;0.6988501350387925;0.7833150928929556	0.2636242531277684;0.6983363765041898;0.5724868902211072;0.42944046283948945;0.6628591535016658;0.8456375819688751	0.336315155210695;0.31601378559365256;0.13743697021156448;0.1454072587595585;0.2134832709853395;0.06836121977173451	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F08	37_SC5	LK5-F08_37_SC5	0.336315155210695	-0.018216708043155908	DFEs/LK5-F08_37_SC5_dfe.png	0.7261310914750895;0.7975676712920898;0.3211044187360669;0.20787555791922063;0.8273635461591614;0.39859858541121507	0.10785075569226732;0.20103357333470828;0.38245823361821574;0.8610111774883477;0.05583783717256674;0.48602521656354913	0.336315155210695;0.31601378559365256;0.13743697021156448;0.1454072587595585;0.2134832709853395;0.06836121977173451	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-F08	37_SC7	LK5-F08_37_SC7	0.2134832709853395	-0.019296144341006415	DFEs/LK5-F08_37_SC7_dfe.png	0.5063575413581037;0.3268815800765693;0.42304128939129193;0.8398440473732284;0.5748641966707901;0.5386392643770335	0.2957577247010411;0.16962396593187656;0.23072836436452004;0.4782746224555071;0.9352313896519933;0.8555837594577701	0.336315155210695;0.31601378559365256;0.13743697021156448;0.1454072587595585;0.2134832709853395;0.06836121977173451	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-G01	30_SC3	LK5-G01_30_SC3	0.12383601298634911	0.017638427181797537	DFEs/LK5-G01_30_SC3_dfe.png	0.9521348095947612;0.4560871500539059;0.7516942033934155;0.42308700065532867;0.8194016705363992;0.9429546782296284	0.9870231911435451;0.6670148294821578;0.945842639169446;0.22603723870765713;0.9780545262411076;0.1184236145459131	0.25145750250851223;0.22806322383535874;0.2532093544133383;0.21205953353312;0.21901330460819826;0.12383601298634911	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-G01	30_SC5	LK5-G01_30_SC5	0.2532093544133383	0.0031316787046622584	DFEs/LK5-G01_30_SC5_dfe.png	0.5978331773283879;0.45727851010306286;0.9494246327555572;0.12488086007274979;0.003984454130120496;0.2829748564834712	0.7268031368706303;0.7760063555619189;0.6861367960271234;0.05699921608800829;0.9207175064055281;0.941469944533296	0.25145750250851223;0.22806322383535874;0.2532093544133383;0.21205953353312;0.21901330460819826;0.12383601298634911	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-G01	30_SC7	LK5-G01_30_SC7	0.21205953353312	-0.005018641339390505	DFEs/LK5-G01_30_SC7_dfe.png	0.9468317469666769;0.046856335922620285;0.5174681828854554;0.3331036607053133;0.9537435586429804;0.6726243690031006	0.46959242991172867;0.3566518727726008;0.2506651824314724;0.7459037191220111;0.5602052449535638;0.9820428309944308	0.25145750250851223;0.22806322383535874;0.2532093544133383;0.21205953353312;0.21901330460819826;0.12383601298634911	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK5-G01	37_SC3	LK5-G01_37_SC3	0.22806322383535874	0.008472730045468013	DFEs/LK5-G01_37_SC3_dfe.png	0.11968428187236246;0.4305345593499671;0.013606743252634113;0.10218756765799442;0.8180064810250677;0.15735313951928032	0.09955082385185476;0.938152841263797;0.43539149293663704;0.12139926452871408;0.8645986925392323;0.2257972190276386	0.25145750250851223;0.22806322383535874;0.2532093544133383;0.21205953353312;0.21901330460819826;0.12383601298634911	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
